Customer_Id,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_Of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_On_Product_Research(Hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_With_Ads,Device_Used_For_Shopping,Payment_Method,Time_Of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_To_Decision,Purchase_Day,Is_Weekend
04-829-7037,48,bigender,high,married,high school,high,yaguaraparo,arts & crafts,70.42,11,online,4,5.0,1.0,high,not sensitive,2,7,low,desktop,other,2024-10-01,False,True,need-based,express,14,Tuesday,False
93-455-0576,23,female,middle,widowed,master's,middle,novoorsk,toys & games,437.4,6,mixed,1,4.0,1.0,high,somewhat sensitive,2,5,low,tablet,credit card,2024-06-16,False,False,planned,express,1,Sunday,True
84-637-9188,35,male,middle,divorced,bachelor's,middle,wuyang,jewelry & accessories,207.11,4,mixed,1,4.0,2.0,high,not sensitive,0,1,low,tablet,other,2024-03-28,True,False,need-based,no preference,2,Thursday,False
81-111-7832,50,female,high,widowed,bachelor's,middle,pelasgia,animal feed,378.87,2,online,5,2.0,2.0,unknown,very sensitive,2,2,medium,desktop,debit card,2024-06-16,True,False,planned,no preference,9,Sunday,True
77-401-8183,30,female,high,divorced,high school,high,phuc tho,baby products,349.0,10,mixed,3,5.0,1.0,low,not sensitive,1,5,low,desktop,paypal,2024-01-15,False,True,planned,no preference,10,Monday,False
01-484-8220,38,male,middle,married,bachelor's,middle,vsevolozhsk,hotels,330.27,3,in-store,3,2.0,1.0,high,not sensitive,1,9,high,smartphone,other,2024-02-10,True,False,impulsive,no preference,9,Saturday,True
11-121-0709,42,male,middle,married,master's,middle,kara suu,health supplements,410.29,10,online,2,4.0,1.0,low,not sensitive,2,4,high,smartphone,credit card,2024-09-02,True,False,planned,express,1,Monday,False
36-649-0081,24,female,high,divorced,master's,middle,beigucheng,hotels,400.86,7,online,3,3.0,1.0,high,very sensitive,1,7,low,smartphone,credit card,2024-09-12,True,False,planned,no preference,5,Thursday,False
61-176-8712,27,female,high,married,master's,middle,cerro,beauty & personal care,225.12,11,in-store,3,2.0,1.0,medium,somewhat sensitive,0,1,unknown,desktop,cash,2024-08-31,True,False,planned,express,6,Saturday,True
75-526-2611,36,female,high,widowed,master's,high,yamaga,beauty & personal care,273.48,12,online,5,3.0,2.0,low,very sensitive,0,5,medium,smartphone,other,2024-01-22,True,False,wants-based,express,5,Monday,False
72-339-1854,19,bigender,high,single,master's,middle,sacramento,furniture,363.84,11,online,3,2.0,1.0,low,not sensitive,0,3,medium,desktop,cash,2024-08-30,True,False,impulsive,express,5,Friday,False
80-360-6324,24,female,high,single,bachelor's,middle,foso,packages),302.6,9,online,1,4.0,2.0,medium,very sensitive,2,10,unknown,desktop,debit card,2024-07-23,False,True,impulsive,standard,2,Tuesday,False
24-591-4327,35,male,high,divorced,high school,high,nowe brzesko,animal feed,317.09,6,online,1,1.0,1.0,high,not sensitive,2,2,high,desktop,other,2024-04-11,True,False,impulsive,standard,4,Thursday,False
58-487-8848,38,female,high,married,high school,high,konarak,beauty & personal care,193.32,9,mixed,4,3.0,0.0,unknown,very sensitive,0,8,high,tablet,paypal,2024-07-11,False,True,wants-based,express,6,Thursday,False
61-453-3503,34,male,high,widowed,high school,high,qingshandi,software & apps,282.24,6,online,2,3.0,2.0,unknown,not sensitive,1,7,medium,desktop,credit card,2024-09-16,True,True,need-based,no preference,1,Monday,False
63-680-7694,29,female,high,divorced,master's,middle,mbala,hotels,154.19,6,online,5,4.0,1.0,medium,very sensitive,2,1,unknown,tablet,paypal,2024-09-22,True,True,need-based,no preference,1,Sunday,True
51-431-7150,41,female,middle,widowed,bachelor's,middle,shiqiao,furniture,84.15,10,in-store,1,3.0,1.0,high,not sensitive,2,1,high,desktop,paypal,2024-11-03,True,True,impulsive,standard,1,Sunday,True
23-039-9347,41,male,middle,divorced,high school,high,yatsuomachi-higashikumisaka,health supplements,214.69,7,in-store,4,4.0,0.0,medium,not sensitive,1,7,unknown,tablet,credit card,2024-05-15,True,True,wants-based,standard,9,Wednesday,False
18-832-6916,32,male,high,married,bachelor's,high,czarna dabrowka,animal feed,61.21,12,mixed,5,5.0,0.0,unknown,not sensitive,0,5,low,smartphone,credit card,2024-11-24,True,False,planned,standard,13,Sunday,True
29-438-8126,36,female,middle,single,high school,high,pasirmadang,packages),462.48,11,online,1,3.0,0.0,medium,very sensitive,2,2,low,smartphone,debit card,2024-03-31,False,False,planned,express,12,Sunday,True
68-201-1633,33,male,middle,married,bachelor's,high,mano,software & apps,449.18,3,mixed,5,3.0,2.0,medium,somewhat sensitive,0,8,high,tablet,credit card,2024-03-21,True,True,wants-based,standard,10,Thursday,False
07-314-2945,25,female,middle,married,master's,middle,tiwi,mobile accessories,314.36,7,in-store,3,5.0,2.0,medium,very sensitive,1,4,unknown,desktop,cash,2024-07-03,True,False,impulsive,express,1,Wednesday,False
64-490-6975,46,female,middle,married,bachelor's,middle,ahar,jewelry & accessories,367.7,3,mixed,3,5.0,2.0,unknown,somewhat sensitive,2,3,high,desktop,credit card,2024-03-17,True,True,need-based,no preference,3,Sunday,True
91-789-3191,41,female,high,single,high school,middle,dake,sports & outdoors,229.97,7,mixed,3,4.0,0.0,unknown,very sensitive,2,9,unknown,desktop,other,2024-11-21,False,True,need-based,standard,6,Thursday,False
83-714-9649,28,female,middle,widowed,bachelor's,middle,harstad,home appliances,226.53,3,online,3,1.0,1.0,high,not sensitive,1,10,medium,desktop,paypal,2024-08-02,True,False,wants-based,no preference,13,Friday,False
33-203-4230,23,male,high,divorced,master's,middle,perbaungan,software & apps,218.32,2,mixed,5,3.0,0.0,high,not sensitive,2,7,low,desktop,paypal,2024-09-24,False,False,need-based,express,3,Tuesday,False
90-918-2833,48,female,high,widowed,high school,high,soroti,furniture,132.67,7,in-store,2,5.0,1.0,low,very sensitive,2,3,low,smartphone,other,2024-12-18,True,False,impulsive,express,1,Wednesday,False
53-409-1176,26,male,high,single,master's,high,caruaru,arts & crafts,416.96,7,in-store,5,1.0,1.0,high,not sensitive,0,1,high,tablet,other,2024-05-25,False,False,planned,express,7,Saturday,True
52-491-3386,39,female,high,married,master's,middle,kamiennik,arts & crafts,459.51,7,in-store,1,2.0,2.0,high,not sensitive,0,5,medium,tablet,debit card,2024-01-05,True,False,need-based,no preference,11,Friday,False
10-870-3357,45,male,middle,married,high school,high,boundiali,sports & outdoors,487.96,2,mixed,5,3.0,2.0,low,very sensitive,0,2,unknown,desktop,paypal,2024-03-15,True,True,need-based,no preference,12,Friday,False
41-816-7753,22,male,middle,divorced,high school,high,gotene,toys & games,150.11,7,mixed,4,4.0,1.5,low,very sensitive,0,3,high,smartphone,credit card,2024-07-23,True,False,wants-based,standard,8,Tuesday,False
68-296-5978,36,male,high,married,high school,middle,kadumelati,hotels,218.87,5,mixed,4,3.0,0.0,medium,very sensitive,0,4,medium,smartphone,cash,2024-09-18,True,False,planned,no preference,11,Wednesday,False
03-874-9055,29,female,middle,married,bachelor's,high,amparo,mobile accessories,437.06,7,in-store,3,5.0,2.0,low,very sensitive,0,6,low,smartphone,cash,2024-03-09,False,False,impulsive,express,11,Saturday,True
28-123-8406,33,male,high,married,bachelor's,high,shimen,beauty & personal care,122.58,2,in-store,5,4.0,1.5,low,not sensitive,2,5,unknown,tablet,other,2024-01-29,True,False,impulsive,express,12,Monday,False
01-089-2223,35,male,high,married,master's,middle,philadelphia,food & beverages,195.07,8,online,3,1.0,1.0,high,somewhat sensitive,0,6,unknown,smartphone,debit card,2024-07-22,False,False,impulsive,no preference,10,Monday,False
23-758-1012,39,female,middle,single,high school,high,myingyan,books,190.06,9,in-store,5,1.0,1.0,unknown,somewhat sensitive,1,2,low,smartphone,other,2024-02-03,True,True,planned,standard,12,Saturday,True
34-788-8387,38,female,middle,single,high school,middle,qingqu,groceries,485.76,10,in-store,3,4.0,0.0,medium,somewhat sensitive,0,4,high,desktop,debit card,2024-06-03,True,True,wants-based,no preference,4,Monday,False
53-865-9342,27,female,high,single,bachelor's,high,poste de flacq,books,242.57,7,in-store,1,1.0,1.0,low,not sensitive,0,10,low,smartphone,paypal,2024-10-05,True,False,wants-based,no preference,1,Saturday,True
79-052-8470,35,male,middle,widowed,high school,high,tawr al bahah,arts & crafts,303.13,2,online,1,1.0,1.0,high,not sensitive,0,7,medium,desktop,debit card,2024-01-04,False,True,need-based,standard,10,Thursday,False
86-359-7320,43,female,middle,widowed,master's,middle,phu loc,toys & games,136.1,5,in-store,3,5.0,2.0,low,very sensitive,0,2,high,tablet,debit card,2024-02-27,False,True,planned,express,14,Tuesday,False
27-111-2242,40,bigender,high,single,bachelor's,middle,jembangan,electronics,249.02,11,mixed,3,2.0,0.3,medium,not sensitive,1,1,medium,smartphone,paypal,2024-10-01,True,True,planned,express,14,Tuesday,False
84-538-0238,19,male,middle,divorced,high school,middle,harhorin,office supplies,466.74,7,in-store,3,4.0,0.2,medium,not sensitive,2,3,high,tablet,debit card,2024-12-11,True,True,need-based,express,5,Wednesday,False
04-660-2742,46,agender,high,married,high school,high,meijiang,animal feed,229.3,6,in-store,4,5.0,2.0,unknown,somewhat sensitive,0,6,unknown,smartphone,other,2024-11-25,False,False,planned,express,6,Monday,False
96-496-9833,30,female,high,single,high school,high,langub,packages),450.52,8,online,2,2.0,0.2,high,somewhat sensitive,0,6,low,desktop,paypal,2024-01-13,True,True,need-based,no preference,8,Saturday,True
27-672-6081,35,male,high,divorced,bachelor's,middle,bangbayang,groceries,246.44,4,mixed,3,1.0,1.0,medium,somewhat sensitive,0,3,medium,smartphone,debit card,2024-09-17,False,True,wants-based,no preference,5,Tuesday,False
66-033-0540,34,male,high,widowed,high school,middle,steborice,home appliances,93.52,2,online,1,5.0,1.0,unknown,somewhat sensitive,1,2,high,desktop,paypal,2024-08-12,False,True,planned,no preference,12,Monday,False
99-643-9845,28,female,middle,married,high school,high,banturkrajan,groceries,137.75,6,online,3,3.0,2.0,high,very sensitive,0,1,medium,smartphone,cash,2024-09-09,False,True,need-based,no preference,4,Monday,False
27-571-9402,44,female,middle,married,master's,middle,sao torcato,home appliances,78.64,5,mixed,3,4.0,2.0,high,somewhat sensitive,0,3,high,tablet,paypal,2024-05-26,True,False,planned,standard,12,Sunday,True
10-430-5821,25,male,high,divorced,master's,middle,kapan,software & apps,214.82,9,mixed,5,4.0,0.3,unknown,very sensitive,1,9,medium,tablet,other,2024-11-09,True,False,planned,no preference,11,Saturday,True
36-835-7445,45,male,middle,married,bachelor's,high,van giang,mobile accessories,57.39,3,mixed,2,5.0,0.25,unknown,somewhat sensitive,0,10,medium,desktop,credit card,2024-07-19,False,False,impulsive,standard,3,Friday,False
41-602-4042,47,female,high,single,high school,middle,oslo,beauty & personal care,363.91,10,online,1,1.0,0.3,medium,very sensitive,0,2,low,smartphone,cash,2024-01-07,True,True,planned,standard,9,Sunday,True
63-743-6962,39,male,middle,single,high school,middle,tanushimarumachi-toyoki,travel & leisure (flights,304.79,12,in-store,2,4.0,2.0,low,somewhat sensitive,1,9,high,desktop,other,2024-01-07,True,True,wants-based,standard,10,Sunday,True
66-772-9922,32,male,high,divorced,high school,middle,kazo,jewelry & accessories,363.98,4,online,4,4.0,1.0,unknown,somewhat sensitive,2,7,unknown,tablet,paypal,2024-05-27,True,True,planned,express,1,Monday,False
23-246-5927,47,male,middle,widowed,bachelor's,high,rawa mazowiecka,books,249.6,7,mixed,4,1.0,1.0,low,somewhat sensitive,2,7,high,smartphone,debit card,2024-05-11,True,False,wants-based,standard,11,Saturday,True
74-022-7557,19,male,high,married,bachelor's,middle,wonsan,electronics,345.04,12,in-store,1,5.0,1.0,low,somewhat sensitive,0,8,medium,tablet,credit card,2024-10-16,True,True,planned,express,13,Wednesday,False
78-214-5658,48,female,middle,single,high school,high,villavicencio,arts & crafts,59.15,3,in-store,4,2.0,1.0,unknown,not sensitive,0,1,high,desktop,debit card,2024-04-19,False,False,need-based,standard,8,Friday,False
25-286-8786,27,male,high,single,master's,high,berlin,home appliances,461.81,12,mixed,4,3.0,0.0,medium,very sensitive,0,8,low,desktop,other,2024-06-07,True,False,wants-based,no preference,8,Friday,False
55-955-9889,31,female,high,divorced,bachelor's,high,wailang,health care,280.88,4,mixed,3,4.0,1.0,high,not sensitive,0,2,high,smartphone,credit card,2024-05-05,True,True,planned,no preference,2,Sunday,True
34-237-3943,44,male,middle,married,master's,middle,fangshan,luxury goods,283.7,8,mixed,2,5.0,1.0,medium,not sensitive,1,3,low,smartphone,cash,2024-02-29,False,False,impulsive,express,8,Thursday,False
19-386-9088,24,female,high,widowed,high school,middle,tallahassee,luxury goods,411.95,10,in-store,5,3.0,1.0,unknown,not sensitive,0,4,unknown,smartphone,paypal,2024-12-18,True,True,impulsive,standard,5,Wednesday,False
16-583-2801,32,female,middle,widowed,master's,middle,anchorage,gardening & outdoors,476.11,5,in-store,1,4.0,1.0,unknown,very sensitive,2,10,high,desktop,debit card,2024-10-29,True,False,wants-based,standard,1,Tuesday,False
83-752-5439,28,female,middle,married,master's,high,mulhouse,gardening & outdoors,399.24,7,in-store,4,2.0,1.0,medium,very sensitive,1,2,medium,smartphone,debit card,2024-06-21,False,False,need-based,standard,10,Friday,False
25-485-2023,26,male,middle,divorced,master's,middle,tangkilsari,jewelry & accessories,90.79,12,in-store,4,1.0,2.0,medium,somewhat sensitive,0,2,medium,tablet,other,2024-09-16,False,False,planned,no preference,6,Monday,False
90-822-7664,38,female,middle,married,master's,middle,san carlos,animal feed,229.56,9,online,1,2.0,1.0,unknown,somewhat sensitive,0,9,low,tablet,paypal,2024-01-14,True,True,need-based,no preference,11,Sunday,True
22-039-6819,28,female,middle,divorced,high school,middle,queluz,sports & outdoors,160.47,7,mixed,1,5.0,0.0,unknown,not sensitive,0,3,unknown,smartphone,debit card,2024-03-17,True,False,wants-based,no preference,6,Sunday,True
50-395-1941,30,genderqueer,high,married,high school,high,sarkisalo,software & apps,104.74,6,online,2,4.0,2.0,unknown,very sensitive,0,4,low,smartphone,paypal,2024-09-22,False,False,impulsive,no preference,1,Sunday,True
99-771-9310,37,female,high,widowed,master's,middle,vitoria-gasteiz,food & beverages,399.95,10,in-store,2,1.0,0.0,low,not sensitive,1,2,high,smartphone,cash,2024-03-07,True,False,need-based,express,10,Thursday,False
18-518-0140,47,female,high,divorced,bachelor's,middle,coro,baby products,337.33,8,in-store,1,4.0,1.0,unknown,somewhat sensitive,0,5,medium,desktop,debit card,2024-11-25,False,False,planned,express,10,Monday,False
57-000-8646,41,female,high,widowed,master's,middle,purwa,jewelry & accessories,204.83,6,in-store,5,1.0,0.0,high,very sensitive,1,5,medium,smartphone,debit card,2024-04-22,True,False,wants-based,standard,5,Monday,False
81-926-9297,22,female,middle,widowed,master's,high,gavle,packages),193.94,11,mixed,4,1.0,0.0,unknown,not sensitive,0,3,high,desktop,other,2024-08-09,False,False,wants-based,standard,9,Friday,False
53-070-2625,46,male,high,married,master's,middle,embu guacu,mobile accessories,460.37,10,online,5,4.0,2.0,low,very sensitive,2,7,high,desktop,credit card,2024-07-13,True,True,wants-based,express,12,Saturday,True
63-217-7638,34,non-binary,middle,single,bachelor's,middle,colima,arts & crafts,297.29,9,online,5,4.0,2.0,unknown,not sensitive,0,9,low,smartphone,cash,2024-01-01,True,True,need-based,standard,3,Monday,False
64-120-6212,31,male,middle,single,bachelor's,middle,fubin,books,389.47,4,in-store,5,3.0,2.0,low,not sensitive,1,9,high,desktop,credit card,2024-02-11,True,True,wants-based,standard,6,Sunday,True
01-404-3425,38,male,high,single,master's,high,talshand,home appliances,370.05,11,mixed,5,3.0,0.0,medium,very sensitive,1,10,high,smartphone,cash,2024-10-30,True,True,impulsive,no preference,10,Wednesday,False
68-971-6148,45,male,high,single,master's,middle,palampal,jewelry & accessories,462.24,2,mixed,4,5.0,0.0,low,not sensitive,2,1,unknown,smartphone,other,2024-03-19,True,True,wants-based,express,13,Tuesday,False
22-053-4627,30,female,high,married,high school,high,kamarai,food & beverages,472.53,11,online,4,1.0,1.0,medium,somewhat sensitive,2,7,medium,smartphone,debit card,2024-04-30,False,False,wants-based,express,4,Tuesday,False
09-258-0424,45,female,middle,married,high school,middle,ettelbruck,home appliances,407.29,3,in-store,5,5.0,0.0,low,not sensitive,0,5,low,tablet,other,2024-11-25,False,False,planned,express,3,Monday,False
56-782-9001,18,male,high,married,bachelor's,high,cawayan,mobile accessories,135.65,8,online,4,1.0,1.0,low,very sensitive,0,9,unknown,desktop,other,2024-02-16,False,False,impulsive,standard,14,Friday,False
05-506-7216,36,male,high,single,bachelor's,middle,don carlos,animal feed,352.35,4,online,2,2.0,0.0,low,very sensitive,1,1,low,smartphone,credit card,2024-06-20,False,False,planned,express,14,Thursday,False
47-356-9730,25,female,high,single,high school,high,seleus,books,441.73,12,online,1,4.0,2.0,low,somewhat sensitive,0,8,medium,smartphone,credit card,2024-02-04,True,False,planned,standard,8,Sunday,True
42-898-6421,21,female,high,divorced,high school,middle,cervantes,luxury goods,105.95,12,mixed,1,4.0,2.0,low,very sensitive,1,7,medium,desktop,cash,2024-08-04,False,False,impulsive,standard,11,Sunday,True
17-364-8685,26,male,high,single,master's,high,ebebiyin,groceries,351.54,11,mixed,1,3.0,2.0,unknown,somewhat sensitive,0,8,unknown,tablet,paypal,2024-03-21,True,False,planned,express,12,Thursday,False
13-618-9438,40,male,high,divorced,bachelor's,high,chuquitira,home appliances,321.26,12,online,4,1.0,0.0,unknown,very sensitive,0,6,unknown,desktop,debit card,2024-06-13,False,False,need-based,standard,14,Thursday,False
32-457-2982,47,female,high,divorced,high school,middle,proletarsk,animal feed,421.5,11,online,5,1.0,2.0,low,somewhat sensitive,0,8,unknown,desktop,paypal,2024-04-04,True,True,need-based,express,3,Thursday,False
43-386-2489,27,bigender,high,widowed,high school,middle,naghalin,food & beverages,253.29,6,mixed,3,2.0,2.0,unknown,somewhat sensitive,1,4,unknown,desktop,paypal,2024-05-02,True,False,planned,standard,8,Thursday,False
67-438-2378,29,female,middle,divorced,high school,high,honolulu,jewelry & accessories,217.62,3,online,5,2.0,1.0,high,very sensitive,2,3,low,smartphone,paypal,2024-02-14,False,True,impulsive,no preference,5,Wednesday,False
65-431-1264,21,male,middle,single,bachelor's,high,dhalie,books,226.04,11,online,4,1.0,1.0,unknown,very sensitive,0,9,medium,desktop,paypal,2024-05-14,True,False,wants-based,express,12,Tuesday,False
73-367-8478,41,genderfluid,high,single,bachelor's,high,giesteira,packages),52.79,4,online,2,2.0,0.0,low,not sensitive,1,7,unknown,tablet,debit card,2024-02-06,True,True,impulsive,express,4,Tuesday,False
84-162-8799,43,male,middle,widowed,high school,high,khilok,jewelry & accessories,385.08,7,in-store,2,4.0,1.0,high,somewhat sensitive,1,1,low,tablet,debit card,2024-11-12,False,True,impulsive,no preference,1,Tuesday,False
51-546-9992,33,male,high,widowed,master's,middle,cimara,hotels,181.1,2,online,2,5.0,2.0,low,not sensitive,2,7,low,tablet,credit card,2024-12-26,False,False,impulsive,no preference,5,Thursday,False
89-189-3295,23,female,middle,single,master's,middle,vereshchagino,office supplies,246.41,7,in-store,2,4.0,0.0,unknown,somewhat sensitive,2,8,low,smartphone,cash,2024-10-01,True,False,need-based,standard,11,Tuesday,False
45-776-7217,37,female,middle,divorced,bachelor's,high,binagadi,baby products,140.87,8,in-store,3,3.0,2.0,low,not sensitive,2,7,medium,tablet,other,2024-03-03,True,False,impulsive,no preference,9,Sunday,True
71-354-5174,34,female,high,single,master's,high,tsuen wan,software & apps,151.25,2,in-store,2,5.0,0.0,medium,somewhat sensitive,1,8,medium,tablet,debit card,2024-04-20,True,False,planned,no preference,10,Saturday,True
05-975-6985,27,male,high,divorced,master's,middle,banjar batanpoh,hotels,171.52,3,mixed,5,5.0,2.0,medium,very sensitive,1,9,medium,smartphone,cash,2024-08-21,True,True,planned,standard,12,Wednesday,False
42-859-2475,40,male,middle,widowed,master's,high,yenakiyeve,sports & outdoors,399.56,10,online,4,2.0,1.0,low,not sensitive,0,4,medium,desktop,cash,2024-10-21,True,True,need-based,no preference,1,Monday,False
34-094-1923,40,female,middle,widowed,master's,middle,san ramon,sports & outdoors,173.46,4,mixed,5,3.0,1.0,unknown,not sensitive,0,9,medium,smartphone,paypal,2024-04-11,False,True,wants-based,no preference,2,Thursday,False
57-797-8139,43,male,high,widowed,bachelor's,high,sakete,toys & games,332.14,10,online,4,4.0,0.0,low,somewhat sensitive,1,2,unknown,desktop,paypal,2024-02-09,True,True,planned,no preference,13,Friday,False
21-048-8669,37,non-binary,middle,single,bachelor's,middle,pantenan,food & beverages,247.05,8,in-store,3,2.0,1.0,low,somewhat sensitive,1,8,high,desktop,cash,2024-05-25,False,False,wants-based,standard,2,Saturday,True
30-038-8752,49,male,high,single,bachelor's,high,antrukan,office supplies,365.88,10,mixed,4,5.0,1.0,unknown,somewhat sensitive,1,1,medium,tablet,paypal,2024-04-16,False,False,wants-based,express,9,Tuesday,False
06-237-7338,27,female,middle,married,bachelor's,middle,dhahab,toys & games,354.92,8,mixed,5,4.0,0.0,unknown,somewhat sensitive,0,1,unknown,tablet,debit card,2024-02-17,True,True,wants-based,express,13,Saturday,True
71-817-5422,19,female,high,single,high school,high,vetluga,jewelry & accessories,195.46,10,mixed,5,3.0,2.0,unknown,not sensitive,0,10,low,tablet,other,2024-07-07,True,False,impulsive,standard,9,Sunday,True
68-512-0568,40,female,high,married,master's,middle,wolfsberg,books,474.03,7,in-store,3,1.0,1.0,medium,somewhat sensitive,0,6,high,desktop,other,2024-08-03,True,True,need-based,standard,13,Saturday,True
18-633-9387,27,male,middle,married,bachelor's,high,san bautista,animal feed,106.96,6,in-store,3,1.0,2.0,low,not sensitive,0,7,medium,tablet,debit card,2024-03-09,True,True,impulsive,standard,3,Saturday,True
08-977-4418,29,female,middle,married,master's,high,reuleuet,electronics,371.84,9,in-store,5,4.0,0.0,unknown,not sensitive,2,6,unknown,tablet,other,2024-07-28,False,True,impulsive,standard,2,Sunday,True
97-738-8095,45,polygender,high,single,bachelor's,high,lonpao dajah,health supplements,461.16,8,mixed,1,4.0,1.0,high,not sensitive,0,3,medium,smartphone,other,2024-02-29,True,True,planned,express,14,Thursday,False
15-421-1255,24,female,high,single,high school,middle,nanqiao,books,497.75,11,in-store,4,1.0,2.0,unknown,very sensitive,2,1,medium,smartphone,cash,2024-07-03,True,False,wants-based,express,13,Wednesday,False
92-142-4328,45,female,middle,married,master's,middle,san carlos,health care,492.83,5,online,2,1.0,0.0,high,very sensitive,0,4,high,tablet,debit card,2024-03-02,True,False,need-based,no preference,2,Saturday,True
06-357-6548,39,female,middle,divorced,high school,middle,ishikawa,groceries,295.54,8,online,3,3.0,1.0,unknown,very sensitive,2,4,low,tablet,cash,2024-07-27,False,False,planned,express,14,Saturday,True
59-261-4453,40,male,high,widowed,high school,high,oguma,furniture,494.81,9,mixed,2,4.0,1.0,medium,very sensitive,1,7,medium,tablet,paypal,2024-05-26,True,True,need-based,standard,6,Sunday,True
35-644-3184,21,female,high,single,master's,middle,tesany,mobile accessories,160.25,7,online,2,3.0,2.0,unknown,very sensitive,2,5,high,desktop,paypal,2024-03-04,True,True,need-based,no preference,12,Monday,False
30-528-9105,42,female,middle,married,master's,high,aksha,gardening & outdoors,198.36,4,online,1,1.0,2.0,unknown,somewhat sensitive,1,9,unknown,desktop,cash,2024-12-13,False,True,wants-based,standard,4,Friday,False
14-709-8547,44,female,middle,divorced,bachelor's,high,lahan sai,furniture,82.39,12,in-store,5,1.0,1.0,unknown,somewhat sensitive,0,8,unknown,smartphone,other,2024-02-24,False,False,planned,express,1,Saturday,True
80-508-9866,46,female,middle,married,master's,high,estancia,hotels,290.56,3,in-store,5,1.0,2.0,unknown,somewhat sensitive,1,1,unknown,desktop,paypal,2024-03-12,True,False,wants-based,no preference,4,Tuesday,False
27-100-0661,29,male,high,divorced,master's,high,las lomas,animal feed,206.79,5,in-store,1,3.0,2.0,high,very sensitive,1,2,low,tablet,credit card,2024-08-21,False,False,planned,standard,4,Wednesday,False
68-488-7343,19,female,middle,married,high school,high,xiamayu,baby products,401.43,8,mixed,4,2.0,0.0,unknown,not sensitive,0,6,high,tablet,other,2024-05-23,True,True,need-based,no preference,5,Thursday,False
63-304-1852,21,male,high,widowed,master's,high,inapari,sports & outdoors,188.17,9,online,5,5.0,0.0,medium,not sensitive,1,5,low,desktop,debit card,2024-05-26,True,False,need-based,standard,9,Sunday,True
53-843-5619,38,female,high,single,high school,high,orsay,gardening & outdoors,83.21,10,online,4,3.0,2.0,low,somewhat sensitive,0,4,high,desktop,other,2024-03-20,False,False,impulsive,standard,7,Wednesday,False
44-786-7696,41,bigender,middle,divorced,master's,middle,zhongying,gardening & outdoors,54.74,4,in-store,1,2.0,0.0,unknown,somewhat sensitive,0,4,low,smartphone,paypal,2024-10-03,True,True,impulsive,no preference,14,Thursday,False
45-631-4619,49,female,high,divorced,master's,high,bayhan,office supplies,371.12,8,online,5,1.0,2.0,high,somewhat sensitive,1,7,low,smartphone,paypal,2024-08-23,False,True,wants-based,no preference,8,Friday,False
11-850-1953,32,genderfluid,middle,single,high school,middle,beizhakou,packages),293.64,3,in-store,2,1.0,2.0,low,not sensitive,2,8,unknown,tablet,credit card,2024-09-17,True,False,impulsive,express,5,Tuesday,False
20-421-2544,24,male,high,married,high school,high,kyongsong,books,185.83,11,in-store,4,2.0,2.0,low,not sensitive,2,9,medium,desktop,other,2024-10-17,False,True,impulsive,standard,1,Thursday,False
37-100-8709,27,male,high,divorced,master's,middle,turinsk,office supplies,117.13,7,mixed,1,1.0,2.0,high,somewhat sensitive,1,10,high,smartphone,credit card,2024-08-08,True,True,planned,express,6,Thursday,False
78-361-5100,44,female,middle,married,master's,high,as sawda,office supplies,52.24,11,in-store,3,1.0,0.0,low,not sensitive,2,4,high,smartphone,credit card,2024-12-12,True,True,impulsive,standard,8,Thursday,False
67-676-5945,28,female,high,married,bachelor's,high,legaspi,baby products,446.69,7,in-store,4,5.0,2.0,medium,somewhat sensitive,1,5,high,smartphone,cash,2024-06-12,False,True,planned,no preference,13,Wednesday,False
67-639-5838,23,male,middle,married,high school,middle,shimorskoye,packages),216.84,5,in-store,4,3.0,1.0,low,somewhat sensitive,1,1,low,tablet,paypal,2024-03-28,False,False,planned,express,5,Thursday,False
51-415-1931,42,female,high,divorced,high school,high,koscielec,electronics,75.27,7,mixed,3,4.0,1.0,unknown,not sensitive,2,3,unknown,desktop,paypal,2024-12-27,True,True,impulsive,express,1,Friday,False
96-764-3843,20,male,middle,widowed,master's,high,yongfu,office supplies,308.87,2,in-store,3,4.0,1.0,unknown,not sensitive,2,2,unknown,tablet,cash,2024-02-24,True,True,impulsive,express,11,Saturday,True
16-730-2056,49,male,high,divorced,master's,middle,vinkkila,travel & leisure (flights,169.77,5,in-store,1,4.0,0.0,medium,very sensitive,2,9,unknown,desktop,other,2024-06-15,True,True,wants-based,standard,7,Saturday,True
22-157-2494,19,male,high,divorced,high school,high,revolucion verde,toys & games,289.08,12,online,2,1.0,0.0,unknown,very sensitive,1,10,medium,desktop,other,2024-08-14,True,True,wants-based,standard,7,Wednesday,False
29-341-6463,38,female,middle,single,high school,high,newton,travel & leisure (flights,74.09,10,mixed,1,4.0,2.0,unknown,somewhat sensitive,2,9,low,tablet,other,2024-05-15,True,True,impulsive,standard,8,Wednesday,False
64-906-4475,43,male,high,married,high school,middle,nantang,travel & leisure (flights,201.53,5,online,2,3.0,1.0,unknown,not sensitive,1,6,high,tablet,other,2024-06-01,False,True,wants-based,no preference,11,Saturday,True
